"","Mouse.Name","Mouse","Genotype","Weight.Value","Colony.Prefix","Colony.Name","Cohort.Name","Pipeline","Gene.Name","Gender","Birth.Date","Assay.Date","Age.In.Weeks","X","X.1","Blood.Volume","Anaesthetic","Sodium","K","Cl","Gluc","Trigs","Chol","Hdl","Ldl","Nefac","Glyc","Frct","Amy","Tp","Alb","Ca","Phos","Iron","Ast","Alp","Alt","Creat","Urea","Tbilc","Ck","Mg","Lih","Comments","Hitachi.Cup","T4","Insulin","Insulin.Assay.Date","Full.Strain","Core.Strain","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","Sodium_added"
"95","MDCL63.2j","M00851729","+/+",27.9,"MDCL","Sirt3 Knockout 1 EPD0496_2_F10 #2","B6N Mouse GP 20110618","Mouse GP","Sirt3","Female","18-Jun-11","06-Oct-11",15.7,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.2,4.2,108.5,26.59,1.23,3.79,2.64,0.76,1.013,231.5,198.26,534.7,49.2,26.12,2.36,2.58,39.4,204.3,189.8,122.6,8.5,7.3,2.7,280.9,0.96,"LIP: Normal    ICT: Normal    HEM: Normal","",18561,8.1,0.17,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.2
"96","MDCL63.2e","M00851724","+/+",30.3,"MDCL","Sirt3 Knockout 1 EPD0496_2_F10 #2","B6N Mouse GP 20110618","Mouse GP","Sirt3","Female","18-Jun-11","06-Oct-11",15.7,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.4,4.1,108.8,24.56,0.6,3.91,2.61,0.96,0.369,139.2,167.76,479.1,43.5,23.78,2.25,2.73,25,189,102.2,133.1,9.7,8.1,1.5,467.4,0.81,"LIP: Normal    ICT: Normal    HEM: Normal","",18553,6.3,0.21,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.4
"97","MDCL63.2g","M00851726","+/+",32.8,"MDCL","Sirt3 Knockout 1 EPD0496_2_F10 #2","B6N Mouse GP 20110618","Mouse GP","Sirt3","Female","18-Jun-11","06-Oct-11",15.7,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.9,3.8,107.5,24.33,0.91,4.02,2.81,0.82,0.706,201.3,183.01,576.3,48.6,25.57,2.35,2.99,28.3,218.4,135.3,150.2,8.9,7.8,2,294,1.02,"LIP: Normal    ICT: Normal    HEM: Normal","",18529,6.6,0.26,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.9
"98","MDCL63.2i","M00851728","+/+",35.6,"MDCL","Sirt3 Knockout 1 EPD0496_2_F10 #2","B6N Mouse GP 20110618","Mouse GP","Sirt3","Female","18-Jun-11","06-Oct-11",15.7,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.4,4.4,107.4,26.9,0.93,3.66,2.51,0.74,0.64,168.4,189.11,695.2,48.7,26.27,2.29,3.14,37.1,225.2,162.4,151.5,8.8,9.8,1.8,316.5,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18526,5.3,0.49,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.4
"99","MCHE70.1h","M00853543","+/+",36.9,"MCHE","Gba2 Knockout First EPD0114_2_D12","B6N Mouse GP 20110620","Mouse GP","Gba2","Female","19-Jun-11","10-Oct-11",16.1,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143,3.6,107,20.76,0.56,4.6,3.03,1.09,0.38,201.6,195.21,553.6,51.9,27.92,2.32,2.29,41.4,262.7,138,187.8,8.9,7.3,2,210.4,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18582,4.9,0.9,"20-Dec-11","C57BL/6N(28.90625%);C57BL/6NTac(71.09375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143
"100","MCHE77.1a","M00854805","+/+",36.2,"MCHE","Gba2 Knockout First EPD0114_2_D12","B6N Mouse GP 20110620","Mouse GP","Gba2","Female","20-Jun-11","10-Oct-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.1,3.9,107.2,25.07,0.59,4.86,3.15,1.23,0.4,193.2,183.01,642.6,49.3,26.32,2.32,2.46,28.4,243.6,130,182,9.6,6.7,1.8,160,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18572,6.7,0.98,"20-Dec-11","C57BL/6N(28.90625%);C57BL/6NTac(71.09375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.1
"101","MCHE77.1f","M00854810","+/+",35.1,"MCHE","Gba2 Knockout First EPD0114_2_D12","B6N Mouse GP 20110620","Mouse GP","Gba2","Female","20-Jun-11","10-Oct-11",16,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.5,3.7,107.1,22.09,0.81,4.57,3.05,1,0.765,285.6,189.11,532.2,52.4,27.11,2.32,2.02,33.2,267.5,140.5,149.8,8.2,7.5,2.4,339.9,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18571,6.5,0.47,"20-Dec-11","C57BL/6N(28.90625%);C57BL/6NTac(71.09375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.5
"102","MCHE77.1h","M00854812","+/+",35,"MCHE","Gba2 Knockout First EPD0114_2_D12","B6N Mouse GP 20110620","Mouse GP","Gba2","Female","20-Jun-11","10-Oct-11",16,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.5,3.8,106.8,26.06,0.93,4.76,3.04,1.2,0.839,270.3,189.11,520.7,50.4,26.37,2.33,2.71,28.4,226.6,166.1,169.4,8.6,8.6,2.1,98.1,0.98,"LIP: Normal    ICT: Normal    HEM: Normal","",18577,6,0.7,"20-Dec-11","C57BL/6N(28.90625%);C57BL/6NTac(71.09375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.5
"103","MBPH61.3f","M00854571","+/+",34.1,"MBPH","Aldh18a1 Knockout First EPD0071_1_D03","B6N Mouse GP 20110629","Mouse GP","Aldh18a1","Female","26-Jun-11","17-Oct-11",16.1,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",139.3,4.1,104.2,25.92,0.86,3.45,2.38,0.9,0.35,167,187.26,576.3,47.7,25.24,2.27,2.71,27.1,129,177.3,78.1,11.2,11.6,2.3,348.1,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18660,5.4,0.4,"20-Dec-11","C57BL/6N(26.5625%);C57BL/6NTac(73.4375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",139.3
"104","MBPH61.3e","M00854570","+/+",40.4,"MBPH","Aldh18a1 Knockout First EPD0071_1_D03","B6N Mouse GP 20110629","Mouse GP","Aldh18a1","Female","26-Jun-11","17-Oct-11",16.1,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.6,4.3,104,24.54,0.68,5.46,3.51,1.62,0.334,151.3,187.26,587.5,48.7,25.77,2.3,2.65,41.3,243.6,139.7,208.8,8,7.6,1.5,342.7,0.99,"LIP: Normal    ICT: Normal    HEM: Normal","",18663,7.9,1,"20-Dec-11","C57BL/6N(26.5625%);C57BL/6NTac(73.4375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.6
"105","MBPH61.3c","M00854568","+/+",33.6,"MBPH","Aldh18a1 Knockout First EPD0071_1_D03","B6N Mouse GP 20110629","Mouse GP","Aldh18a1","Female","26-Jun-11","17-Oct-11",16.1,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.5,4.1,103.6,23.86,0.71,5.03,3.25,1.49,0.415,168.9,184.33,642.6,48.3,26.61,2.3,2.6,39.9,291.9,181.8,189.3,10.4,6.3,2.3,454.1,0.95,"LIP: Normal    ICT: Normal    HEM: Normal","",18647,7.4,0.92,"20-Dec-11","C57BL/6N(26.5625%);C57BL/6NTac(73.4375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.5
"106","MBPH61.3b","M00854567","+/+",31.7,"MBPH","Aldh18a1 Knockout First EPD0071_1_D03","B6N Mouse GP 20110629","Mouse GP","Aldh18a1","Female","26-Jun-11","17-Oct-11",16.1,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.6,3.9,106.2,21.73,0.62,4,2.78,1.07,0.451,181.9,169.7,613.8,46.1,24.37,2.29,2.32,35,206.9,123.9,113.8,7.9,6.6,1.7,786.8,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18648,5.7,0.35,"20-Dec-11","C57BL/6N(26.5625%);C57BL/6NTac(73.4375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.6
"107","MDCR55.4i","M00863746","+/+",30.2,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Female","30-Jun-11","17-Oct-11",15.6,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140,3.9,103.5,24.71,1.22,4.87,2.99,1.54,0.613,193.2,178.48,531.3,48.4,26.36,2.27,2.6,36.6,310.9,160.5,166.5,8,6.9,2.4,832.5,0.93,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",18643,9,0.39,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140
"108","MDCR55.4h","M00863745","+/+",28.9,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Female","30-Jun-11","17-Oct-11",15.6,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.2,4.1,107.1,25.42,0.64,3.96,2.66,1.13,0.474,153.3,175.56,544.2,45.8,25.45,2.21,2.66,31.4,226.1,155.6,132.7,8.9,7.7,2.1,726.2,0.95,"LIP: Normal    ICT: Normal    HEM: Normal","",18649,5.7,0.3,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.2
"109","MDCR55.4g","M00863744","+/+",28.6,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Female","30-Jun-11","17-Oct-11",15.6,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.9,4.4,104.8,24.96,0.9,3.42,2.32,0.92,0.488,214.7,181.41,449.5,45.3,24.38,2.34,2.66,35.7,111.6,158.5,64.8,9.1,8.8,2.3,199,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18641,5.1,0.56,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.9
"110","MDCR55.4f","M00863743","+/+",30,"MDCR","Cdkn2a Knockout 1 EPD0590_1_D02 #2","B6N Mouse GP 20110629","Mouse GP","Cdkn2a","Female","30-Jun-11","17-Oct-11",15.6,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.6,3.6,106.2,22.91,1.07,4.16,2.78,1.14,0.606,170.3,178.48,568.6,47.3,25.64,2.28,2.51,33.3,188,156.9,121.7,7.6,6.5,1.7,333.7,0.96,"LIP: Normal    ICT: Normal    HEM: Normal","",18639,7.3,0.46,"20-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.6
"111","MCSS79.1b","M00864591","+/+",34.6,"MCSS","Sar1b Knockout 1 EPD0113_3_C11 (2nd injection)","B6N Mouse GP 20110704","Mouse GP","Sar1b","Female","03-Jul-11","24-Oct-11",16.1,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143,4.3,108.9,23.92,0.91,4.14,2.79,0.97,0.465,211.7,199.67,601.7,48,27.01,2.35,2.54,34.2,124.1,143.1,90.5,7.9,6.6,2,194.9,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18708,5.3,0.55,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143
"112","MCSS79.1c","M00864592","+/+",33.9,"MCSS","Sar1b Knockout 1 EPD0113_3_C11 (2nd injection)","B6N Mouse GP 20110704","Mouse GP","Sar1b","Female","03-Jul-11","24-Oct-11",16.1,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.8,4.2,108.7,21.65,0.76,4.3,2.9,0.99,0.353,138.7,193.88,501.7,46.9,26.35,2.27,2.55,44.1,140.8,154.4,92.5,7.6,7.3,2.3,127.7,0.95,"LIP: Normal    ICT: Normal    HEM: Normal","",18689,8.4,0.58,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.8
"113","MCSS79.1e","M00864594","+/+",33.6,"MCSS","Sar1b Knockout 1 EPD0113_3_C11 (2nd injection)","B6N Mouse GP 20110704","Mouse GP","Sar1b","Female","03-Jul-11","24-Oct-11",16.1,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",146,4.5,110.5,20.94,1.21,4.37,2.84,1.11,0.428,167.3,179.41,556.7,47.2,25.75,2.37,3.09,31.9,142.7,123.5,97.7,10.2,8.3,2,220.5,1.02,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",18604,6,0.64,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",146
"114","MAQG71.1i","M00863485","+/+",33.4,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Female","05-Jul-11","24-Oct-11",15.9,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.6,4.1,109.8,21.54,0.68,4.32,2.88,1.05,0.563,342.6,208.35,580.9,51.3,28.31,2.38,2.28,37.6,200.8,142,143.7,8.1,6.9,2,89.2,0.83,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",18695,7.2,0.45,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.6
"115","MAQG71.1g","M00863483","+/+",32.7,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Female","05-Jul-11","24-Oct-11",15.9,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.6,4.3,108.3,24.98,0.74,4.79,3.12,1.24,0.636,234.8,196.78,577.6,50,27.83,2.38,2.57,28.9,246.6,170.2,174,8.1,6.2,2.5,229.4,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed ++ ",18684,9,0.28,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.6
"116","MAQG71.1h","M00863484","+/+",35.4,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Female","05-Jul-11","24-Oct-11",15.9,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141,4.5,106.6,25.7,0.87,4.97,3.21,1.24,0.709,279.4,196.78,640.9,52.1,28.18,2.4,2.7,44,212.1,156,147.8,9.1,5.6,2.2,106.3,0.87,"LIP: Normal    ICT: Normal    HEM: Normal","",18671,8,0.3,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141
"117","MAQG71.1j","M00863486","+/+",27.6,"MAQG","Sdhc Knockout EPD0143_3_B04","B6N Mouse GP 20110704","Mouse GP","Sdhc","Female","05-Jul-11","24-Oct-11",15.9,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.3,5,110.2,23.22,1.13,2.34,1.59,0.57,0.632,197.6,190.99,638.1,46.4,26.08,2.32,3.01,30.9,133.1,121.3,79.6,6.9,8.2,1.9,67.9,0.92,"LIP: Normal    ICT: Normal    HEM: Normal","",18707,5.3,0.26,"19-Dec-11","C57BL/6N(50%);C57BL/6NTac(50%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.3
"118","MALM41.2g","M00872991","+/+",36.8,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110716","Mouse GP","Ezh2","Female","16-Jul-11","02-Nov-11",15.6,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.3,5.2,106.3,28.61,0.91,4.33,2.92,1.02,0.198,100.9,206.15,560.6,48,26.06,2.32,2.87,31.2,214.3,158,201.7,8.2,6.4,1.9,67.8,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18830,6.4,0.63,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.3
"119","MALM41.2h","M00872992","+/+",37.9,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110716","Mouse GP","Ezh2","Female","16-Jul-11","02-Nov-11",15.6,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.9,5,106.8,28.24,0.79,4.55,3.05,1.06,0.216,138.9,197.5,569,48.8,26.14,2.31,2.73,32.7,164.7,148.7,142.7,6.9,6.7,1.8,160.3,0.84,"LIP: Normal    ICT: Normal    HEM: Normal","",18815,5.9,0.72,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.9
"120","MALM41.2i","M00872993","+/+",34.7,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110716","Mouse GP","Ezh2","Female","16-Jul-11","02-Nov-11",15.6,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.8,4.5,106.8,24.21,0.85,4.03,2.72,0.99,0.235,126.3,185.97,594.8,47.9,23.76,2.35,2.74,33.9,176.3,96.5,183.4,9.7,6.1,1.8,128.6,0.81,"LIP: Normal    ICT: Normal    HEM: Normal","",18820,6.3,0.86,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.8
"121","MCYQ50.1e","M00874529","+/+",36.6,"MCYQ","Cdc6 Knockout 1 EPD0553_2_A09","B6N Mouse GP 20110716","Mouse GP","Cdc6","Female","14-Jul-11","02-Nov-11",15.9,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.5,4.1,107.9,27.23,0.58,3.79,2.61,0.8,0.237,128.8,188.85,609.4,46,24.16,2.27,2.5,25.8,154,136,124.2,10.5,8,1.8,99.5,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18810,6.4,0.44,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.5
"122","MCYQ47.1e","M00874443","+/+",32.7,"MCYQ","Cdc6 Knockout 1 EPD0553_2_A09","B6N Mouse GP 20110716","Mouse GP","Cdc6","Female","15-Jul-11","02-Nov-11",15.7,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.2,3.9,110.3,20.14,0.45,4.15,2.75,0.96,0.437,157,191.74,581.4,49.8,26.9,2.33,2.69,39.8,125,110.1,99,9.1,7.2,1.8,92.4,0.93,"LIP: Normal    ICT: Normal    HEM: Normal","",18807,6.3,0.51,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.2
"123","MCYQ49.1e","M00874536","+/+",36.6,"MCYQ","Cdc6 Knockout 1 EPD0553_2_A09","B6N Mouse GP 20110716","Mouse GP","Cdc6","Female","16-Jul-11","02-Nov-11",15.6,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.2,4.9,106.8,23,0.66,5.83,3.68,1.52,0.612,188.4,211.92,618.9,54.9,27.96,2.36,2.58,37.8,353.7,160.6,447.8,12,9.2,2.4,219,0.93,"LIP: Normal    ICT: Normal    HEM: Normal","",18798,8,0.57,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.2
"124","MCYQ49.1f","M00874537","+/+",36.2,"MCYQ","Cdc6 Knockout 1 EPD0553_2_A09","B6N Mouse GP 20110716","Mouse GP","Cdc6","Female","16-Jul-11","02-Nov-11",15.6,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.2,4.6,107.8,27.38,0.79,4.06,2.73,0.92,0.619,178.8,180.2,563.9,47.8,25,2.33,3.03,27.7,187.9,155.6,161.6,10.7,8,1.8,69.1,1,"LIP: Normal    ICT: Normal    HEM: Normal","",18292,6.5,0.37,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.2
"125","MCYQ49.1g","M00874538","+/+",36,"MCYQ","Cdc6 Knockout 1 EPD0553_2_A09","B6N Mouse GP 20110716","Mouse GP","Cdc6","Female","16-Jul-11","02-Nov-11",15.6,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.8,4.2,106.3,25.48,0.89,6.66,3.82,2.06,0.576,180.7,194.62,617.3,52.1,25.99,2.36,2.66,36.9,342.3,180.9,268.2,10.2,7.1,2.6,352.6,0.95,"LIP: Normal    ICT: Normal    HEM: Normal","",18764,9.7,0.48,"22-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.8
"126","MCTS48.1c","M00878370","+/+",35,"MCTS","Cc2d2a Knockout 1 EPD0381_1_A04","B6N Mouse GP 20110720","Mouse GP","Cc2d2a","Female","21-Jul-11","09-Nov-11",15.9,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.8,3.7,105,25.62,0.8,4.41,2.9,1.27,0.497,227.4,214.68,560.4,51.5,27.01,2.38,2.54,42.7,250.2,184.7,170.6,7.5,7.4,2.1,595.5,0.88,"LIP: Normal    ICT: Normal    HEM: Normal","",18883,6.2,0.28,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.8
"127","MCTS42.1j","M00878366","+/+",28.1,"MCTS","Cc2d2a Knockout 1 EPD0381_1_A04","B6N Mouse GP 20110720","Mouse GP","Cc2d2a","Female","20-Jul-11","09-Nov-11",16,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.1,3.8,105.5,22.18,0.91,4.37,2.84,1.28,0.718,261.3,194.64,471.3,46.7,24.55,2.33,2.08,33.5,165,137.1,127.6,8.1,6.1,2.3,123.7,0.79,"LIP: Normal    ICT: Normal    HEM: Normal","",18868,6.6,0.15,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.1
"128","MCTS40.2b","M00878353","+/+",30.6,"MCTS","Cc2d2a Knockout 1 EPD0381_1_A04","B6N Mouse GP 20110720","Mouse GP","Cc2d2a","Female","22-Jul-11","09-Nov-11",15.7,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.3,3.6,104.3,20.99,0.73,4.15,2.75,1.14,0.385,169.2,177.46,514.7,47.9,25.12,2.3,2.49,53.8,183.2,129.2,119.5,7.8,6.8,1.5,556.7,0.82,"LIP: Normal    ICT: Normal    HEM: Normal","",18880,7,0.33,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.3
"129","MCSC27.3e","M00877879","+/+",33.2,"MCSC","Anp32e EPD0287_2_B10","B6N Mouse GP 20110720","Mouse GP","Anp32e","Female","23-Jul-11","09-Nov-11",15.6,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",139.5,3.6,103.1,19.53,0.42,4.06,2.65,1.16,0.326,189.6,188.91,574.7,48.8,26.75,2.35,2.43,33.9,177.7,174.2,128.5,7.3,8.3,1.7,124.4,0.89,"LIP: Normal    ICT: Normal    HEM: Normal","",18872,5.1,0.88,"22-Dec-11","C57BL/6N(31.25%);C57BL/6NTac(68.75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",139.5
"130","MCSC33.1d","M00877893","+/+",35.1,"MCSC","Anp32e EPD0287_2_B10","B6N Mouse GP 20110720","Mouse GP","Anp32e","Female","20-Jul-11","09-Nov-11",16,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.6,4.2,105.7,23.28,0.84,4.26,2.72,1.2,0.399,207.6,194.64,541.3,47.5,25.68,2.3,2.44,21.2,242.2,179.3,183.4,8,8.6,NA,195.9,0.88,"LIP: ABN    ICT: ABN    HEM: ABN","Haemolyzed ++ ",18870,7.4,0.75,"22-Dec-11","C57BL/6N(31.25%);C57BL/6NTac(68.75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.6
"131","MCSC33.1e","M00877894","+/+",35.7,"MCSC","Anp32e EPD0287_2_B10","B6N Mouse GP 20110720","Mouse GP","Anp32e","Female","20-Jul-11","09-Nov-11",16,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.5,4.3,103.5,28.43,0.68,3.7,2.42,1.03,0.376,170.5,186.05,597.9,47.2,25.65,2.37,2.68,32.7,251,149.1,184.2,7.5,6.1,2.2,98.9,0.86,"LIP: Normal    ICT: Normal    HEM: Normal","",18876,6.7,0.88,"22-Dec-11","C57BL/6N(31.25%);C57BL/6NTac(68.75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.5
"132","MCSC33.1i","M00877898","+/+",34.7,"MCSC","Anp32e EPD0287_2_B10","B6N Mouse GP 20110720","Mouse GP","Anp32e","Female","20-Jul-11","09-Nov-11",16,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.3,4,104.4,28,0.87,4.55,3.1,1.2,0.554,247.1,188.91,646.5,49.8,25.27,2.37,2.58,33.1,192.4,168.6,121.6,7.8,8,1.4,132.2,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18832,6.4,0.43,"22-Dec-11","C57BL/6N(31.25%);C57BL/6NTac(68.75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.3
"133","MAYP50.2g","M00886843","+/+",32.1,"MAYP","Atg16l1 Knockout 1 EPD0102_2_A02","B6N Mouse GP 20110728","Mouse GP","Atg16l1","Female","26-Jul-11","17-Nov-11",16.3,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.1,3.8,107.4,24.2,0.7,3.24,2.3,0.68,0.37,150.5,191.69,605.6,44.8,24.85,2.28,2.69,27.8,225.1,103.7,110.5,10.3,7.6,1.7,418.3,0.87,"LIP: Normal    ICT: Normal    HEM: Normal","",18943,7.3,0.23,"16-Dec-11","C57BL/6N(16.40625%);C57BL/6NTac(83.59375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.1
