pipeline name, pipelineStableId, procedureStableId, procedureName, parameterStableId, parameterName, backgroundId, background, geneSymbol, geneAccession, alleleSymbol, alleleAccession, phenotypingCenter, colonyId, dateOfExperiment, zygosity, sex, group, externalSampleId, metadata, metadataGroup,dataPoint
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,TCPA0076Cre,Mon Mar 31 00:00:00 BST 2014,null,female,control,AAPQ_193_064993,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-02-04T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-02-04T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.964
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Jun 10 00:00:00 BST 2013,null,male,control,B6NC_15454_003422,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-05-30T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-05-30T00:00:00Z, Hemolysis status = Slight, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,8.42
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,UCD-EPD0098_3_H05-2-1,Fri Jun 14 00:00:00 BST 2013,null,female,control,AATQ_155_005955,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-06-13T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-06-13T00:00:00Z, Hemolysis status = Slight, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.47
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Jun 10 00:00:00 BST 2013,null,male,control,B6NC_14923_003113,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-05-23T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-05-23T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,8.38
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Tue Nov 26 00:00:00 GMT 2013,null,female,control,B6NC_23071_028598,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-10-23T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-10-23T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.16
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Wed Nov 27 00:00:00 GMT 2013,null,male,control,B6NC_24689_034413,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-11-13T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-11-13T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,10.22
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Mar 31 00:00:00 BST 2014,null,male,control,B6NC_31425_069397,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-03-04T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-03-04T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.549
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Wed May 21 00:00:00 BST 2014,null,male,control,B6NC_34680_091836,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-04-29T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-04-29T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.462
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Jun 10 00:00:00 BST 2013,null,female,control,B6NC_14930_003320,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-05-23T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-05-23T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,7.68
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Tue Aug 20 00:00:00 BST 2013,null,male,control,B6NC_18131_011744,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-08-01T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-08-01T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.23
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Jul 31 00:00:00 BST 2014,null,female,control,B6NC_39941_130079,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-07-09T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-09T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.069
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,BL3310,Thu May 22 00:00:00 BST 2014,null,male,control,ABHW_325_105825,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-05-07T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-05-07T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.452
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,UCD-13172A-C7-1-1,Fri Mar 28 00:00:00 GMT 2014,null,female,control,ABCL_1598_060598,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-01-29T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-01-29T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.647
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Apr 07 00:00:00 BST 2014,null,male,control,B6NC_35828_100546,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-04-03T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-04-03T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.684
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Oct 17 00:00:00 BST 2013,null,male,control,B6NC_21985_025087,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-10-09T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-10-09T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,10.13
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Jul 31 00:00:00 BST 2014,null,female,control,B6NC_40385_131589,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-07-16T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-16T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.334
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Fri Sep 20 00:00:00 BST 2013,null,female,control,B6NC_20785_018977,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-09-13T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-09-13T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.56
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,UCD-EPD0177_1_E09-1-1,Fri Sep 20 00:00:00 BST 2013,null,female,control,AAWB_124_016624,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-08-20T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-08-20T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.36
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Fri May 02 00:00:00 BST 2014,null,female,control,B6NC_34863_091928,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-04-23T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-04-23T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.678
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Fri Sep 20 00:00:00 BST 2013,null,male,control,B6NC_20782_018874,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-09-13T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-09-13T00:00:00Z, Hemolysis status = Slight, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.75
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,UCD-11866A-C7-1-1,Fri Sep 20 00:00:00 BST 2013,null,female,control,AAWF_146_021746,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-09-10T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-09-10T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.5
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,BL2345,Fri May 02 00:00:00 BST 2014,null,female,control,ABGS_847_090847,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-04-16T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-04-16T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,10.014
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Apr 18 00:00:00 BST 2013,null,female,control,B6NC_13637_001602,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-03-21T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-03-21T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.78
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Jul 31 00:00:00 BST 2014,null,male,control,B6NC_40380_131484,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-07-16T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-16T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.334
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Jul 31 00:00:00 BST 2014,null,female,control,B6NC_40384_131588,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-07-16T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-16T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.376
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Fri Sep 20 00:00:00 BST 2013,null,female,control,B6NC_20789_018981,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-09-11T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-09-11T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.53
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,BL3707,Thu Jul 31 00:00:00 BST 2014,null,female,control,ABLR_322_133422,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-07-10T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-10T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.175
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,BL3368,Fri May 02 00:00:00 BST 2014,null,female,control,ABGR_287_096487,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-04-22T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-04-22T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.481
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,UCD-11663B-F3-2-1,Mon Jun 10 00:00:00 BST 2013,null,female,control,AASZ_1898_004098,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-05-23T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-05-23T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,7.71
