Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,Gene Name,Mouse Name,Litter,Mouse,Genotype,Gender,Birth Date,Assay Date,Age In Weeks,Pil Holder,Weight,Nose To Tail Base Length,Bone Mineral Density,Bone Mineral Content,Bone Area,Lean Mass,Fat Mass,Est Total Tissue Mass,Fat Percentage Estimate,Full Strain,Core Strain
MBHJ,Slc22a21 Knockout First EPD0079_1_A10,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090506,Mouse GP,Slc22a21,MBHJ41.2b,MBHJ41,M00261879,+/+,Male,05-May-09,12-Aug-09,14.1,,37.2,10.3,0.0529,0.5524,10.44,24.51,13.09,37.6,34.82,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBHJ,Slc22a21 Knockout First EPD0079_1_A10,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090506,Mouse GP,Slc22a21,MBHJ41.2d,MBHJ41,M00261881,+/+,Male,05-May-09,12-Aug-09,14.1,,35.9,10.1,0.0451,0.4309,9.56,19.5,16.97,36.47,46.52,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBHJ,Slc22a21 Knockout First EPD0079_1_A10,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090506,Mouse GP,Slc22a21,MBHJ43.2a,MBHJ43,M00261872,+/+,Male,05-May-09,12-Aug-09,14.1,,41.1,10.1,0.0519,0.5291,10.2,22.46,19.94,42.4,47.04,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090512,Mouse GP,Pld5,MBJC18.2c,MBJC18,M00266893,+/+,Male,12-May-09,18-Aug-09,14,,30.8,10.7,0.053,0.4975,9.39,24.03,6.44,30.47,21.14,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090512,Mouse GP,Pld5,MBJC20.2a,MBJC20,M00266904,+/+,Male,12-May-09,18-Aug-09,14,,32.9,10.8,0.0544,0.5228,9.62,25.22,7.15,32.37,22.1,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090512,Mouse GP,Pld5,MBJC20.2c,MBJC20,M00266906,+/+,Male,12-May-09,18-Aug-09,14,,38.5,10.8,0.053,0.5386,10.17,24.17,13.55,37.72,35.92,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MAAJ,Arid4a Knockout First E08,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090512,Mouse GP,Arid4a,MAAJ27.3d,MAAJ27,M00264946,+/+,Male,13-May-09,18-Aug-09,13.9,,35.2,10.7,0.0458,0.4254,9.29,21.54,13.7,35.24,38.87,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAJ,Arid4a Knockout First E08,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090512,Mouse GP,Arid4a,MAAJ27.3e,MAAJ27,M00264947,+/+,Male,13-May-09,18-Aug-09,13.9,,31.7,10.7,0.0531,0.481,9.06,24.01,9.74,31.95,24.84,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAJ,Arid4a Knockout First E08,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090512,Mouse GP,Arid4a,MAAJ35.2c,MAAJ35,M00264955,+/+,Male,13-May-09,18-Aug-09,13.9,,36.6,10.5,0.0512,0.5125,10.18,22.35,14.45,36.8,39.26,C57BL/6J-Tyr<c-Brd>(18.75%);C57BL/6NTac/Den(62.5%);C57BL/6N(18.75%),B6JTyr;B6N
MAAJ,Arid4a Knockout First E08,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090512,Mouse GP,Arid4a,MAAJ35.2d,MAAJ35,M00264956,+/+,Male,13-May-09,18-Aug-09,13.9,,36.7,10.8,0.0531,0.5091,9.59,24.61,12.9,37.51,34.4,C57BL/6J-Tyr<c-Brd>(18.75%);C57BL/6NTac/Den(62.5%);C57BL/6N(18.75%),B6JTyr;B6N
MBDP,Trim45 Knockout First EPD0056_1_B09,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Trim45,MBDP39.1a,MBDP39,M00271552,+/+,Male,18-May-09,27-Aug-09,14.4,,39.9,10.6,0.053,0.5541,10.46,22.57,18.25,40.82,44.72,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MBDP,Trim45 Knockout First EPD0056_1_B09,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Trim45,MBDP39.1b,MBDP39,M00271553,+/+,Male,18-May-09,27-Aug-09,14.4,,38.4,10.5,0.0524,0.5253,10.03,21.93,16.78,38.71,43.36,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MBDP,Trim45 Knockout First EPD0056_1_B09,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Trim45,MBDP39.1c,MBDP39,M00271554,+/+,Male,18-May-09,27-Aug-09,14.4,,37.6,10.4,0.0492,0.4989,10.14,20.18,17.81,37.99,46.88,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MBDP,Trim45 Knockout First EPD0056_1_B09,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Trim45,MBDP39.1e,MBDP39,M00271556,+/+,Male,18-May-09,27-Aug-09,14.4,,40.2,10.3,0.0516,0.5452,10.56,22.43,17.9,40.33,44.39,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MBDR,5730472N09Rik Knockout First EPD0026_1_C12,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Fam73b,MBDR25.3a,MBDR25,M00273387,+/+,Male,19-May-09,27-Aug-09,14.3,,36.1,10.6,0.0478,0.4676,9.78,24.57,12.25,36.82,33.27,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBDR,5730472N09Rik Knockout First EPD0026_1_C12,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Fam73b,MBDR25.3b,MBDR25,M00273388,+/+,Male,19-May-09,27-Aug-09,14.3,,33.8,10.2,0.0442,0.3916,8.86,18.83,14.69,33.52,43.82,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBDR,5730472N09Rik Knockout First EPD0026_1_C12,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Fam73b,MBDR25.3c,MBDR25,M00273389,+/+,Male,19-May-09,27-Aug-09,14.3,,38.5,10.2,0.0478,0.4476,9.37,22.71,15.65,38.36,40.79,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBDR,5730472N09Rik Knockout First EPD0026_1_C12,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090518,Mouse GP,Fam73b,MBDR25.3d,MBDR25,M00273390,+/+,Male,19-May-09,27-Aug-09,14.3,,36.6,10.2,0.0479,0.472,9.85,20.92,15.53,36.45,42.6,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Cx3cl1,MBSR25.1a,MBSR25,M00274813,+/+,Male,27-May-09,02-Sep-09,14,,36.7,10.5,0.0497,0.5296,10.65,20.93,16.04,36.97,43.4,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Cx3cl1,MBSR26.1b,MBSR26,M00274798,+/+,Male,27-May-09,02-Sep-09,14,,38.4,10.7,0.05,0.5154,10.3,21.06,17.67,38.73,45.62,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Cx3cl1,MBSR26.1c,MBSR26,M00274799,+/+,Male,27-May-09,02-Sep-09,14,,42.3,10.8,0.0533,0.5127,9.62,24.48,18.6,43.08,43.17,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Cx3cl1,MBSR26.1d,MBSR26,M00274800,+/+,Male,27-May-09,02-Sep-09,14,,42.5,10.7,0.0514,0.5719,11.12,23.52,19.62,43.14,45.48,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Pld5,MBJC19.2b,MBJC19,M00274408,+/+,Male,26-May-09,02-Sep-09,14.1,,40.8,10.8,0.0503,0.5137,10.2,24.19,16.98,41.17,41.24,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Pld5,MBJC19.2d,MBJC19,M00274410,+/+,Male,26-May-09,02-Sep-09,14.1,,36.2,10.6,0.0484,0.4071,8.4,22.21,15.28,37.49,40.76,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Pld5,MBJC21.2a,MBJC21,M00274439,+/+,Male,24-May-09,02-Sep-09,14.4,,36.5,10.1,0.0519,0.541,10.43,21.92,14.7,36.62,40.14,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090526,Mouse GP,Pld5,MBJC21.2b,MBJC21,M00274440,+/+,Male,24-May-09,02-Sep-09,14.4,,41.6,10.8,0.0506,0.566,11.17,24.54,17.41,41.95,41.49,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBRV,Sh2d1b2 Knockout First EPD0028_5_G06,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Sh2d1b2,MBRV54.1e,MBRV54,M00280292,+/+,Male,02-Jun-09,08-Sep-09,14,,39.8,10.6,0.0529,0.5455,10.31,21.23,18.57,39.8,46.67,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBRV,Sh2d1b2 Knockout First EPD0028_5_G06,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Sh2d1b2,MBRV54.1f,MBRV54,M00280293,+/+,Male,02-Jun-09,08-Sep-09,14,,35.2,10.5,0.0468,0.4252,9.08,20.65,14.89,35.54,41.89,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBRV,Sh2d1b2 Knockout First EPD0028_5_G06,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Sh2d1b2,MBRV62.1a,MBRV62,M00274771,+/+,Male,31-May-09,08-Sep-09,14.3,,43,10.6,0.047,0.4302,9.15,24.48,19.3,43.78,44.09,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBRV,Sh2d1b2 Knockout First EPD0028_5_G06,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Sh2d1b2,MBRV62.1c,MBRV62,M00274773,+/+,Male,31-May-09,08-Sep-09,14.3,,37.9,10.6,0.0499,0.5058,10.13,21.27,16.12,37.39,43.11,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MABC,Hp1bp3 Knockout First F11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Hp1bp3,MABC55.2b,MABC55,M00277937,+/+,Male,05-Jun-09,08-Sep-09,13.6,,38.6,10.6,0.0445,0.3445,7.74,24.26,15.64,39.9,39.21,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MABC,Hp1bp3 Knockout First F11,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Hp1bp3,MABC60.1b,MABC60,M00281317,+/+,Male,03-Jun-09,08-Sep-09,13.9,,46.6,10.7,0.0496,0.5113,10.3,24.96,22.32,47.28,47.21,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MABC,Hp1bp3 Knockout First F11,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Hp1bp3,MABC62.1a,MABC62,M00281325,+/+,Male,04-Jun-09,08-Sep-09,13.7,,38.8,10.4,0.0497,0.5192,10.45,20.92,18.36,39.28,46.73,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MABC,Hp1bp3 Knockout First F11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090602,Mouse GP,Hp1bp3,MABC63.1a,MABC63,M00281330,+/+,Male,02-Jun-09,08-Sep-09,14,,42.7,10.8,0.0526,0.5818,11.07,22.67,20.95,43.62,48.02,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Cx3cl1,MBSR21.1d,MBSR21,M00285218,+/+,Male,08-Jun-09,16-Sep-09,14.3,,38.5,10.5,0.0532,0.5125,9.63,24.3,15.05,39.35,38.25,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Cx3cl1,MBSR21.1e,MBSR21,M00285219,+/+,Male,08-Jun-09,16-Sep-09,14.3,,41.3,10.5,0.0515,0.5224,10.14,25.54,16.56,42.1,39.34,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Cx3cl1,MBSR22.1a,MBSR22,M00285200,+/+,Male,07-Jun-09,16-Sep-09,14.4,,38.4,10.4,0.0512,0.4859,9.49,22.72,15.57,38.29,40.67,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Cx3cl1,MBSR22.1c,MBSR22,M00285202,+/+,Male,07-Jun-09,16-Sep-09,14.4,,36.2,10.3,0.05,0.453,9.06,22.44,13.91,36.35,38.28,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBWK,Prmt5 Knockout First EPD0160_2_A08,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Prmt5,MBWK12.3c,MBWK12,M00285402,+/+,Male,08-Jun-09,16-Sep-09,14.3,,38.8,10.5,0.0521,0.5117,9.82,24.41,14.62,39.03,37.47,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBWK,Prmt5 Knockout First EPD0160_2_A08,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Prmt5,MBWK12.3d,MBWK12,M00285403,+/+,Male,08-Jun-09,16-Sep-09,14.3,,37.4,10.6,0.0505,0.4933,9.76,23.78,13.8,37.58,36.72,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBWK,Prmt5 Knockout First EPD0160_2_A08,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Prmt5,MBWK14.3a,MBWK14,M00285416,+/+,Male,07-Jun-09,16-Sep-09,14.4,,35.8,10.3,0.0493,0.4655,9.44,21.33,14.44,35.77,40.37,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBWK,Prmt5 Knockout First EPD0160_2_A08,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090609,Mouse GP,Prmt5,MBWK14.3b,MBWK14,M00285417,+/+,Male,07-Jun-09,16-Sep-09,14.4,,41.5,10.3,0.0512,0.4678,9.14,24.77,17.52,42.29,41.43,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSD,Gap43 Knockout First EPD0116_3_E02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Gap43,MBSD26.2b,MBSD26,M00285208,+/+,Male,15-Jun-09,22-Sep-09,14.1,,38.5,10.4,0.0484,0.489,10.1,20.46,18.18,38.64,47.05,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBSD,Gap43 Knockout First EPD0116_3_E02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Gap43,MBSD26.2c,MBSD26,M00285209,+/+,Male,15-Jun-09,22-Sep-09,14.1,,37.3,10,0.0484,0.4949,10.23,19.99,17.83,37.82,47.15,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBSD,Gap43 Knockout First EPD0116_3_E02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Gap43,MBSD27.2a,MBSD27,M00289250,+/+,Male,15-Jun-09,22-Sep-09,14.1,,40.4,10.4,0.048,0.4489,9.36,22.96,18.49,41.45,44.61,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBSD,Gap43 Knockout First EPD0116_3_E02,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Gap43,MBSD27.2b,MBSD27,M00289251,+/+,Male,15-Jun-09,22-Sep-09,14.1,,36.9,10,0.0483,0.4958,10.27,20.37,16.64,37.01,44.96,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBVE,"Dhcr24 Knockout First EPD0058_3_A11,",C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Dhcr24,MBVE16.3a,MBVE16,M00291991,+/+,Male,18-Jun-09,22-Sep-09,13.7,,42.9,10.7,0.0525,0.564,10.75,25.33,18.75,44.08,42.53,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVE,"Dhcr24 Knockout First EPD0058_3_A11,",C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Dhcr24,MBVE16.3g,MBVE16,M00291997,+/+,Male,18-Jun-09,22-Sep-09,13.7,,41.5,10.5,0.0519,0.5333,10.27,24.4,18.31,42.71,42.88,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVE,"Dhcr24 Knockout First EPD0058_3_A11,",C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Dhcr24,MBVE17.3a,MBVE17,M00288624,+/+,Male,15-Jun-09,22-Sep-09,14.1,,39.8,10.3,0.0521,0.5519,10.59,23.19,16.97,40.16,42.25,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVE,"Dhcr24 Knockout First EPD0058_3_A11,",C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090616,Mouse GP,Dhcr24,MBVE17.3c,MBVE17,M00288626,+/+,Male,15-Jun-09,22-Sep-09,14.1,,39.8,10.3,0.0527,0.5258,9.98,24.19,15.97,40.16,39.77,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MAAH,Brd8 Knockout First E10 - EPD00028_2,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Brd8,MAAH122.2a,MAAH122,M00292312,+/+,Male,25-Jun-09,28-Sep-09,13.6,,37,10.3,0.0459,0.433,9.43,20.65,16.48,37.13,44.38,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAH,Brd8 Knockout First E10 - EPD00028_2,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Brd8,MAAH122.2b,MAAH122,M00292313,+/+,Male,25-Jun-09,28-Sep-09,13.6,,44,10.6,0.0508,0.4763,9.37,25.38,19.07,44.45,42.9,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAH,Brd8 Knockout First E10 - EPD00028_2,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Brd8,MAAH126.1a,MAAH126,M00292345,+/+,Male,22-Jun-09,28-Sep-09,14,,35.5,10.5,0.0468,0.4776,10.21,18.5,16.33,34.83,46.89,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAH,Brd8 Knockout First E10 - EPD00028_2,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Brd8,MAAH126.1d,MAAH126,M00292348,+/+,Male,22-Jun-09,28-Sep-09,14,,43.4,10.7,0.0488,0.4906,10.06,23,20.76,43.76,47.43,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAW,Hdac1 Knockout First A01 - EPD00028_5,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Hdac1,MAAW32.4c,MAAW32,M00292745,+/+,Male,21-Jun-09,28-Sep-09,14.1,,34.8,10.4,0.0516,0.491,9.52,20.91,14.06,34.97,40.21,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAW,Hdac1 Knockout First A01 - EPD00028_5,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Hdac1,MAAW32.4d,MAAW32,M00292746,+/+,Male,21-Jun-09,28-Sep-09,14.1,,39.9,10.4,,,,,,,,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAW,Hdac1 Knockout First A01 - EPD00028_5,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Hdac1,MAAW34.3a,MAAW34,M00298308,+/+,Male,24-Jun-09,28-Sep-09,13.7,,35.6,10.4,0.0543,0.5156,9.5,21.73,14.26,35.99,39.61,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAAW,Hdac1 Knockout First A01 - EPD00028_5,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090623,Mouse GP,Hdac1,MAAW34.3b,MAAW34,M00298309,+/+,Male,24-Jun-09,28-Sep-09,13.7,,43.7,10.7,0.0526,0.5853,11.13,24.04,18.79,42.83,43.87,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBFD,2010003O18Rik Knockout First EPD0029_1_G04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090701,Mouse GP,Gatc,MBFD64.1c,MBFD64,M00301059,+/+,Male,01-Jul-09,07-Oct-09,14,,40.9,10.5,0.0496,0.5541,11.16,22.11,18.99,41.1,46.2,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
